,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
219,Tanner Vescio,D,FGO,20.422,37,3,2,6,5,11,30,10.0,0.08,0.05,0.16,0.14,0.3,0.81
220,Mason Klee,RD,LIN,18.949,45,2,4,5,6,11,58,3.45,0.04,0.09,0.11,0.13,0.24,1.29
221,Jake Harrison,D,FGO,19.425,43,2,4,5,6,11,53,3.77,0.05,0.09,0.12,0.14,0.26,1.23
222,Jonny Russell,RW,DM,20.622,25,5,4,2,9,11,45,11.11,0.2,0.16,0.08,0.36,0.44,1.8
223,Noah Weber,LW,MAD,20.581,42,6,3,2,9,11,86,6.98,0.14,0.07,0.05,0.21,0.26,2.05
224,Joseph Dunlap,F,CIL,18.793,42,7,2,2,9,11,82,8.54,0.17,0.05,0.05,0.21,0.26,1.95
225,Luke Mylymok,F,GB,16.961,43,3,6,2,9,11,50,6.0,0.07,0.14,0.05,0.21,0.26,1.16
226,Brett Berard,F,USA,16.597,21,5,6,0,11,11,37,13.51,0.24,0.29,0.0,0.52,0.52,1.76
227,Matthew Beniers,F,USA,15.861,21,5,4,2,9,11,48,10.42,0.24,0.19,0.1,0.43,0.52,2.29
228,Cam Knuble,F,MUS,18.147,35,2,6,3,8,11,20,10.0,0.06,0.17,0.09,0.23,0.31,0.57
229,Mitchell Miller,RD,CR,16.737,35,3,5,3,8,11,62,4.84,0.09,0.14,0.09,0.23,0.31,1.77
230,Andrei Bakanov,LW,CR,16.301,36,3,5,3,8,11,34,8.82,0.08,0.14,0.08,0.22,0.31,0.94
231,Brian Silver,D,OMA,17.857,43,6,4,1,10,11,51,11.76,0.14,0.09,0.02,0.23,0.26,1.19
232,Josh Groll,F,CHI,17.101,37,6,5,0,11,11,52,11.54,0.16,0.14,0.0,0.3,0.3,1.41
233,Asa Kinnear,C,TC,17.58,44,4,2,4,6,10,58,6.9,0.09,0.05,0.09,0.14,0.23,1.32
234,Ross Mitton,RW,LIN/FGO,18.196,42,6,3,1,9,10,57,10.53,0.14,0.07,0.02,0.21,0.24,1.36
235,Jordan Tonelli,C,CR,18.21,37,2,7,1,9,10,34,5.88,0.05,0.19,0.03,0.24,0.27,0.92
236,Jack Babbage,D,SC,18.043,43,1,4,5,5,10,64,1.56,0.02,0.09,0.12,0.12,0.23,1.49
237,Jake Schmaltz,F,CHI,17.394,41,2,2,6,4,10,39,5.13,0.05,0.05,0.15,0.1,0.24,0.95
238,Brad Morrissey,C,TC,17.657,26,2,4,4,6,10,25,8.0,0.08,0.15,0.15,0.23,0.38,0.96
239,Sean Farrell,LW,USA,16.868,17,5,4,1,9,10,22,22.73,0.29,0.24,0.06,0.53,0.59,1.29
240,Bryce Brodzinski,F,OMA,18.1,8,3,4,3,7,10,19,15.79,0.38,0.5,0.38,0.88,1.25,2.38
241,Samuel Stevens,F,SF,18.385,43,2,5,3,7,10,85,2.35,0.05,0.12,0.07,0.16,0.23,1.98
242,Solag Bakich,F,WAT,20.685,19,8,1,1,9,10,34,23.53,0.42,0.05,0.05,0.47,0.53,1.79
243,Ryan Doolin,F,LIN/CHI,19.606,37,5,3,2,8,10,33,15.15,0.14,0.08,0.05,0.22,0.27,0.89
244,Bradley Marek,F,CIL,17.837,43,6,2,2,8,10,46,13.04,0.14,0.05,0.05,0.19,0.23,1.07
245,Chase Pilawski,LD,GB,19.453,39,0,6,4,6,10,45,0.0,0.0,0.15,0.1,0.15,0.26,1.15
246,Eamon Powell,D,USA,16.351,21,3,3,4,6,10,30,10.0,0.14,0.14,0.19,0.29,0.48,1.43
247,Ty Smilanic,F,USA,16.652,20,5,4,1,9,10,58,8.62,0.25,0.2,0.05,0.45,0.5,2.9
248,Luke Reid,D,CHI,16.97,41,0,5,4,5,9,38,0.0,0.0,0.12,0.1,0.12,0.22,0.93
249,Domenick Fensore,LD,USA,17.208,14,4,2,3,6,9,17,23.53,0.29,0.14,0.21,0.43,0.64,1.21
250,Jeppe Urup-Mogensen,D,YNG/SF,19.508,31,2,2,5,4,9,22,9.09,0.06,0.06,0.16,0.13,0.29,0.71
251,Brandon Tabakin,LD,SF,18.319,43,1,4,4,5,9,48,2.08,0.02,0.09,0.09,0.12,0.21,1.12
252,Bram Scheerer,F,DBQ,19.705,40,3,2,4,5,9,35,8.57,0.07,0.05,0.1,0.12,0.23,0.88
253,Dominic Vidoli,D,SC,19.231,7,2,2,5,4,9,12,16.67,0.29,0.29,0.71,0.57,1.29,1.71
254,Anthony Kehrer,D,SC,16.534,39,1,3,5,4,9,38,2.63,0.03,0.08,0.13,0.1,0.23,0.97
255,Jacob Bengtsson,D,WAT,19.357,43,1,5,3,6,9,32,3.12,0.02,0.12,0.07,0.14,0.21,0.74
256,Alex Vlasic,LD,USA,17.279,17,2,4,3,6,9,18,11.11,0.12,0.24,0.18,0.35,0.53,1.06
257,Uula Ruikka,D,CHI,18.3,34,4,2,3,6,9,39,10.26,0.12,0.06,0.09,0.18,0.26,1.15
258,Danny Weight,LW,USA,17.375,15,6,1,2,7,9,15,40.0,0.4,0.07,0.13,0.47,0.6,1.0
259,Aaron Grounds,C,SC,18.727,33,5,3,1,8,9,32,15.62,0.15,0.09,0.03,0.24,0.27,0.97
260,Luke Tuch,F,USA,16.526,17,4,4,1,8,9,46,8.7,0.24,0.24,0.06,0.47,0.53,2.71
261,Jerry Harding,F,CR/OMA,19.54,35,5,3,1,8,9,48,10.42,0.14,0.09,0.03,0.23,0.26,1.37
262,Ethan Wolthers,RW,CR,17.158,39,4,3,2,7,9,27,14.81,0.1,0.08,0.05,0.18,0.23,0.69
263,Matthew Gould,LW,MAD,18.221,41,1,6,2,7,9,49,2.04,0.02,0.15,0.05,0.17,0.22,1.2
264,Joe Berg,RW,TC,18.941,34,5,2,2,7,9,39,12.82,0.15,0.06,0.06,0.21,0.26,1.15
265,Patrick Moynihan,RW,USA,17.643,17,4,2,2,6,8,26,15.38,0.24,0.12,0.12,0.35,0.47,1.53
266,Cooper Haar,LW,DBQ,19.39,44,4,2,2,6,8,65,6.15,0.09,0.05,0.05,0.14,0.18,1.48
267,Casey Staum,D,CHI,20.685,32,2,2,4,4,8,11,18.18,0.06,0.06,0.12,0.12,0.25,0.34
268,Joe Hankinson,RW,CR,19.253,30,3,3,2,6,8,27,11.11,0.1,0.1,0.07,0.2,0.27,0.9
269,Christian Berger,LD,MAD,18.317,42,3,3,2,6,8,89,3.37,0.07,0.07,0.05,0.14,0.19,2.12
270,Chase Foley,D,CIL,18.577,43,0,6,2,6,8,46,0.0,0.0,0.14,0.05,0.14,0.19,1.07
271,Chase Yoder,F,USA,16.301,21,4,4,0,8,8,26,15.38,0.19,0.19,0.0,0.38,0.38,1.24
272,Nolan Krenzen,D,SC,17.175,42,3,3,2,6,8,27,11.11,0.07,0.07,0.05,0.14,0.19,0.64
273,Brock Baker,LW,SC,17.931,34,3,3,2,6,8,42,7.14,0.09,0.09,0.06,0.18,0.24,1.24
274,Owen Gallatin,D,USA,16.247,21,1,2,5,3,8,21,4.76,0.05,0.1,0.24,0.14,0.38,1.0
275,Case McCarthy,RD,USA,17.038,16,2,4,2,6,8,25,8.0,0.12,0.25,0.12,0.38,0.5,1.56
276,Dylan Wendt,F,GB,17.038,42,2,3,3,5,8,33,6.06,0.05,0.07,0.07,0.12,0.19,0.79
277,Noah Ganske,D,GB,19.404,40,4,1,3,5,8,31,12.9,0.1,0.03,0.07,0.12,0.2,0.78
278,Jimmy Dowd,D,CHI,18.158,40,1,4,3,5,8,31,3.23,0.03,0.1,0.07,0.12,0.2,0.78
279,Xan Gurney,D,FGO,18.3,31,0,4,4,4,8,20,0.0,0.0,0.13,0.13,0.13,0.26,0.65
280,Owen Lindmark,RW,USA,17.331,14,4,1,3,5,8,32,12.5,0.29,0.07,0.21,0.36,0.57,2.29
281,Jack Clement,RD,DM,19.269,43,1,6,1,7,8,29,3.45,0.02,0.14,0.02,0.16,0.19,0.67
282,Landon Slaggert,F,USA,16.225,21,3,4,1,7,8,24,12.5,0.14,0.19,0.05,0.33,0.38,1.14
283,Josh DeLuca,F,YNG,19.234,40,3,3,2,6,8,32,9.38,0.07,0.07,0.05,0.15,0.2,0.8
284,Branden Suter,LD,MAD,19.365,36,1,5,2,6,8,58,1.72,0.03,0.14,0.06,0.17,0.22,1.61
285,Brehdan Engum,D,CIL/WAT,18.098,38,3,3,2,6,8,47,6.38,0.08,0.08,0.05,0.16,0.21,1.24
286,Jackson Decker,D,OMA,19.494,41,0,1,7,1,8,35,0.0,0.0,0.02,0.17,0.02,0.2,0.85
287,Tommy Pasanen,D,SC,17.126,36,1,3,4,4,8,44,2.27,0.03,0.08,0.11,0.11,0.22,1.22
288,Cameron Berg,F,OMA,16.627,35,3,2,2,5,7,38,7.89,0.09,0.06,0.06,0.14,0.2,1.09
289,Libor Zabransky,D,FGO,18.306,12,2,5,0,7,7,29,6.9,0.17,0.42,0.0,0.58,0.58,2.42
290,Anthony Stark,RD,MAD,19.436,39,6,1,0,7,7,35,17.14,0.15,0.03,0.0,0.18,0.18,0.9
291,Cole Kodsi,F,CHI/OMA,18.245,41,7,0,0,7,7,59,11.86,0.17,0.0,0.0,0.17,0.17,1.44
292,Austen Long,F,OMA,20.581,26,3,4,0,7,7,45,6.67,0.12,0.15,0.0,0.27,0.27,1.73
293,Drew Helleson,RD,USA,17.473,17,4,2,1,6,7,23,17.39,0.24,0.12,0.06,0.35,0.41,1.35
294,Evan McIntyre,LD,CR,17.911,23,2,3,2,5,7,12,16.67,0.09,0.13,0.09,0.22,0.3,0.52
295,Cam Ginnetti,D,CR/OMA,20.269,25,0,4,3,4,7,36,0.0,0.0,0.16,0.12,0.16,0.28,1.44
296,Ondrej Pavel,F,FGO,18.046,40,2,3,2,5,7,48,4.17,0.05,0.07,0.05,0.12,0.17,1.2
297,Chase Hamstad,LW,CR,19.083,26,1,2,4,3,7,23,4.35,0.04,0.08,0.15,0.12,0.27,0.88
298,Jacob Truscott,D,USA,16.427,20,1,2,3,3,6,24,4.17,0.05,0.1,0.15,0.15,0.3,1.2
299,Carl Berglund,F,SF,18.664,18,1,2,3,3,6,27,3.7,0.06,0.11,0.17,0.17,0.33,1.5
300,Casey Carreau,C,DM,20.523,27,1,3,2,4,6,65,1.54,0.04,0.11,0.07,0.15,0.22,2.41
301,Thomas Farrell,D,YNG,19.658,39,2,2,2,4,6,38,5.26,0.05,0.05,0.05,0.1,0.15,0.97
302,Aaron White,F,MAD/OMA,19.286,21,1,3,2,4,6,18,5.56,0.05,0.14,0.1,0.19,0.29,0.86
303,Jon Panisa,C,CIL,17.18,27,1,2,3,3,6,17,5.88,0.04,0.07,0.11,0.11,0.22,0.63
304,Tony Malinowski,LD,DM,18.919,36,1,3,2,4,6,25,4.0,0.03,0.08,0.06,0.11,0.17,0.69
305,Owen Farris,F,MUS,18.27,37,2,2,2,4,6,29,6.9,0.05,0.05,0.05,0.11,0.16,0.78
306,Brady Meyer,C,DM,17.911,41,3,3,0,6,6,29,10.34,0.07,0.07,0.0,0.15,0.15,0.71
307,Will Francis,RD,CR,17.829,42,2,4,0,6,6,67,2.99,0.05,0.1,0.0,0.14,0.14,1.6
308,Brock Faber,D,USA,16.066,21,1,4,1,5,6,18,5.56,0.05,0.19,0.05,0.24,0.29,0.86
309,Nikolai Jenson,D,YNG,18.133,42,1,4,1,5,6,35,2.86,0.02,0.1,0.02,0.12,0.14,0.83
310,Patrick Smyth,C,DBQ,19.398,38,2,4,0,6,6,42,4.76,0.05,0.11,0.0,0.16,0.16,1.11
311,Viljami Nieminen,F,SC,16.715,33,5,1,0,6,6,41,12.2,0.15,0.03,0.0,0.18,0.18,1.24
312,Colin Ugbekile,LD,FGO,18.976,30,0,5,1,5,6,43,0.0,0.0,0.17,0.03,0.17,0.2,1.43
313,Aaron Huglen,F,FGO,17.528,14,3,2,1,5,6,19,15.79,0.21,0.14,0.07,0.36,0.43,1.36
314,Dan Petrick,RD,MAD,19.445,43,4,1,1,5,6,66,6.06,0.09,0.02,0.02,0.12,0.14,1.53
315,Sam Martel,RD,FGO/DBQ,19.639,36,0,1,4,1,5,42,0.0,0.0,0.03,0.11,0.03,0.14,1.17
316,Reid Pabich,C,MAD,16.945,37,1,2,2,3,5,28,3.57,0.03,0.05,0.05,0.08,0.14,0.76
317,Nicolas Appendino,D,FGO,19.62,22,1,2,2,3,5,14,7.14,0.05,0.09,0.09,0.14,0.23,0.64
318,Cedric Fiedler,D,FGO,17.405,26,2,1,2,3,5,11,18.18,0.08,0.04,0.08,0.12,0.19,0.42
319,Kaelan Taylor,LD,DBQ,19.699,44,2,0,3,2,5,38,5.26,0.05,0.0,0.07,0.05,0.11,0.86
320,Lucas McGregor,F,SF,19.02,14,1,1,3,2,5,23,4.35,0.07,0.07,0.21,0.14,0.36,1.64
321,Kyle Kawamura,F,OMA,19.305,17,3,2,0,5,5,23,13.04,0.18,0.12,0.0,0.29,0.29,1.35
322,Dallas Tulik,F,DBQ,20.23,19,3,2,0,5,5,26,11.54,0.16,0.11,0.0,0.26,0.26,1.37
323,Milos Fafrak,F,DM,19.19,12,0,4,1,4,5,18,0.0,0.0,0.33,0.08,0.33,0.42,1.5
324,Daniel Russell,F,FGO,16.83,21,2,2,1,4,5,16,12.5,0.1,0.1,0.05,0.19,0.24,0.76
325,Jake Sanderson,D,USA,16.6,19,2,2,1,4,5,42,4.76,0.11,0.11,0.05,0.21,0.26,2.21
326,Dylan Peterson,F,USA,17.12,19,2,2,1,4,5,31,6.45,0.11,0.11,0.05,0.21,0.26,1.63
327,Sam Miller,LD,MAD,19.119,38,0,4,1,4,5,31,0.0,0.0,0.11,0.03,0.11,0.13,0.82
328,Philip Elgestal,F,CIL,19.754,17,1,3,1,4,5,24,4.17,0.06,0.18,0.06,0.24,0.29,1.41
329,Braden Costello,LW,DM/GB,18.401,37,2,2,1,4,5,35,5.71,0.05,0.05,0.03,0.11,0.14,0.95
330,Zach Faremouth,F,FGO,18.697,42,3,1,1,4,5,40,7.5,0.07,0.02,0.02,0.1,0.12,0.95
331,Ben Almquist,C,CR,18.957,26,4,1,0,5,5,21,19.05,0.15,0.04,0.0,0.19,0.19,0.81
332,Marek Valach,LW,CR,20.162,10,0,2,3,2,5,20,0.0,0.0,0.2,0.3,0.2,0.5,2.0
333,Adam Samuelsson,LD,SC,18.234,16,0,1,3,1,4,11,0.0,0.0,0.06,0.19,0.06,0.25,0.69
334,Michael Ferrandino,D,CIL/WAT,18.497,40,0,2,2,2,4,53,0.0,0.0,0.05,0.05,0.05,0.1,1.32
335,Oskari Oksanen,D,GB,17.624,26,0,2,2,2,4,10,0.0,0.0,0.08,0.08,0.08,0.15,0.38
336,John Prokop,D,OMA,17.342,24,0,0,4,0,4,5,0.0,0.0,0.0,0.17,0.0,0.17,0.21
337,Michael Feenstra,D,DBQ,17.451,32,1,1,2,2,4,30,3.33,0.03,0.03,0.06,0.06,0.12,0.94
338,Steven Holtz,D,YNG,19.456,19,1,1,2,2,4,21,4.76,0.05,0.05,0.11,0.11,0.21,1.11
339,Cole McWard,D,TC,17.268,38,1,1,2,2,4,27,3.7,0.03,0.03,0.05,0.05,0.11,0.71
340,Grant Johnson,LW,LIN,19.431,36,1,1,2,2,4,28,3.57,0.03,0.03,0.06,0.06,0.11,0.78
341,Nic Belpedio,D,MUS,16.934,31,0,0,4,0,4,21,0.0,0.0,0.0,0.13,0.0,0.13,0.68
342,Calvin Dybicz,D,TC,18.166,40,1,2,1,3,4,32,3.12,0.03,0.05,0.03,0.07,0.1,0.8
343,Andrej Kollar,F,MUS,18.864,7,1,3,0,4,4,7,14.29,0.14,0.43,0.0,0.57,0.57,1.0
344,Mason Salquist,F,FGO,18.486,8,1,2,1,3,4,10,10.0,0.12,0.25,0.12,0.38,0.5,1.25
345,Christian DiCesare,D,OMA,20.469,42,1,2,1,3,4,27,3.7,0.02,0.05,0.02,0.07,0.1,0.64
346,Marshall Warren,LD,USA,17.405,15,1,2,1,3,4,29,3.45,0.07,0.13,0.07,0.2,0.27,1.93
347,Simon Kjellberg,LD,DBQ,18.577,43,2,1,1,3,4,36,5.56,0.05,0.02,0.02,0.07,0.09,0.84
348,Josh Bohlin,C,LIN/SC,18.596,34,1,2,1,3,4,23,4.35,0.03,0.06,0.03,0.09,0.12,0.68
349,Wyatt Schlaht,LW,LIN,18.281,42,2,1,1,3,4,23,8.7,0.05,0.02,0.02,0.07,0.1,0.55
350,Adam Backehag,LD,CR,18.525,39,0,3,1,3,4,51,0.0,0.0,0.08,0.03,0.08,0.1,1.31
351,Hunter Strand,F,USA,15.839,21,3,1,0,4,4,30,10.0,0.14,0.05,0.0,0.19,0.19,1.43
352,Tony Follmer,D,SF,17.887,40,2,2,0,4,4,21,9.52,0.05,0.05,0.0,0.1,0.1,0.53
353,Sam Huff,F,GB,20.011,22,2,2,0,4,4,27,7.41,0.09,0.09,0.0,0.18,0.18,1.23
354,Adam Gajarsky,F,FGO/CHI,18.506,39,2,2,0,4,4,34,5.88,0.05,0.05,0.0,0.1,0.1,0.87
355,Matthew Sutton,F,CHI,17.306,19,1,1,1,2,3,21,4.76,0.05,0.05,0.05,0.11,0.16,1.11
356,Ben Schultheis,D,GB,18.577,22,0,2,1,2,3,7,0.0,0.0,0.09,0.05,0.09,0.14,0.32
357,Chase Bradley,F,OMA,16.682,25,2,0,1,2,3,20,10.0,0.08,0.0,0.04,0.08,0.12,0.8
358,Zach Plucinski,D,SC/OMA,18.139,37,0,0,3,0,3,14,0.0,0.0,0.0,0.08,0.0,0.08,0.38
359,Carson Kosobud,D,CIL,19.283,14,0,2,1,2,3,15,0.0,0.0,0.14,0.07,0.14,0.21,1.07
360,Ethan Martini,D,CIL,17.947,13,1,0,2,1,3,10,10.0,0.08,0.0,0.15,0.08,0.23,0.77
361,Daniel Hilsendager,D,MUS/OMA,18.462,34,0,2,1,2,3,20,0.0,0.0,0.06,0.03,0.06,0.09,0.59
362,Yan Kuznetsov,D,SF,16.521,33,0,1,2,1,3,20,0.0,0.0,0.03,0.06,0.03,0.09,0.61
363,Brock Paul,D,WAT,18.848,44,2,0,1,2,3,20,10.0,0.05,0.0,0.02,0.05,0.07,0.45
364,Zach Dubinsky,LW,LIN,18.506,6,1,1,1,2,3,14,7.14,0.17,0.17,0.17,0.33,0.5,2.33
365,John Larkin,D,YNG,17.635,41,1,1,1,2,3,26,3.85,0.02,0.02,0.02,0.05,0.07,0.63
366,Roman Kraemer,F,YNG,20.682,9,2,0,1,2,3,12,16.67,0.22,0.0,0.11,0.22,0.33,1.33
367,Tanner Latsch,F,USA,17.616,17,2,1,0,3,3,32,6.25,0.12,0.06,0.0,0.18,0.18,1.88
368,John Farinacci,F,MUS/USA,17.583,7,2,1,0,3,3,14,14.29,0.29,0.14,0.0,0.43,0.43,2.0
369,Aiden Gallacher,D,YNG,18.489,18,0,3,0,3,3,12,0.0,0.0,0.17,0.0,0.17,0.17,0.67
370,Patrick Schmiedlin,C,DM,16.49,43,3,0,0,3,3,23,13.04,0.07,0.0,0.0,0.07,0.07,0.53
371,Jack Williams,F,MUS/USA,16.54,6,3,0,0,3,3,8,37.5,0.5,0.0,0.0,0.5,0.5,1.33
372,Dane Montgomery,F,WAT,17.205,19,1,2,0,3,3,22,4.55,0.05,0.11,0.0,0.16,0.16,1.16
373,Zachary Nazzarett,F,MUS,18.056,10,1,2,0,3,3,7,14.29,0.1,0.2,0.0,0.3,0.3,0.7
374,Isaac Novak,LW,DM,16.685,38,0,2,1,2,3,25,0.0,0.0,0.05,0.03,0.05,0.08,0.66
375,Jace Foskey,RD,MAD,18.289,31,0,2,1,2,3,48,0.0,0.0,0.06,0.03,0.06,0.1,1.55
376,Zakary Karpa,F,USA,16.477,6,0,1,1,1,2,4,0.0,0.0,0.17,0.17,0.17,0.33,0.67
377,Jaden Shields,D,SF/CHI/OMA,18.711,34,1,0,1,1,2,37,2.7,0.03,0.0,0.03,0.03,0.06,1.09
378,Hunter McKown,F,USA,16.077,14,1,0,1,1,2,16,6.25,0.07,0.0,0.07,0.07,0.14,1.14
379,Lev Starikov,D,DM,17.994,9,0,0,2,0,2,15,0.0,0.0,0.0,0.22,0.0,0.22,1.67
380,Sam Stange,F,SC,17.405,2,1,0,1,1,2,5,20.0,0.5,0.0,0.5,0.5,1.0,2.5
381,Luke Robinson,D,DBQ,18.579,8,0,1,1,1,2,3,0.0,0.0,0.12,0.12,0.12,0.25,0.38
382,Arsenii Smekhnov,F,YNG,17.629,33,1,0,1,1,2,12,8.33,0.03,0.0,0.03,0.03,0.06,0.36
383,Matt Weber,RW,FGO,18.497,22,0,0,2,0,2,10,0.0,0.0,0.0,0.09,0.0,0.09,0.45
384,Matyas Svoboda,F,GB,19.702,15,0,0,2,0,2,16,0.0,0.0,0.0,0.13,0.0,0.13,1.07
385,John Driscoll,D,CIL,17.074,39,0,0,2,0,2,23,0.0,0.0,0.0,0.05,0.0,0.05,0.59
386,Jack Millar,D,CR,17.791,42,0,0,2,0,2,40,0.0,0.0,0.0,0.05,0.0,0.05,0.95
387,Ville Rasanen,D,LIN/CHI,19.937,35,0,1,1,1,2,16,0.0,0.0,0.03,0.03,0.03,0.06,0.46
388,Jack MacNab,F,CIL,20.203,2,0,1,1,1,2,3,0.0,0.0,0.5,0.5,0.5,1.0,1.5
389,Dmitri Deryabin,D,CR,18.905,29,1,0,1,1,2,17,5.88,0.03,0.0,0.03,0.03,0.07,0.59
390,Joey Kile,F,MUS,20.581,5,1,1,0,2,2,3,33.33,0.2,0.2,0.0,0.4,0.4,0.6
391,Ben Badalamenti,F,LIN,18.607,20,1,1,0,2,2,22,4.55,0.05,0.05,0.0,0.1,0.1,1.1
392,Randy Hernandez,RW,LIN,19.675,16,0,2,0,2,2,5,0.0,0.0,0.12,0.0,0.12,0.12,0.31
393,Hunter Carrick,D,LIN,18.117,20,2,0,0,2,2,20,10.0,0.1,0.0,0.0,0.1,0.1,1.0
394,Calvin Pokorny,RW,MAD,20.507,17,1,1,0,2,2,24,4.17,0.06,0.06,0.0,0.12,0.12,1.41
395,TJ Koufis,RW,MAD,17.172,28,1,1,0,2,2,7,14.29,0.04,0.04,0.0,0.07,0.07,0.25
396,Trey LaBarge,LW,MAD,19.609,18,1,1,0,2,2,10,10.0,0.06,0.06,0.0,0.11,0.11,0.56
397,Payton Matsui,F,CIL,18.418,13,2,0,0,2,2,20,10.0,0.15,0.0,0.0,0.15,0.15,1.54
398,Tyler Kleven,D,USA,16.953,19,1,1,0,2,2,31,3.23,0.05,0.05,0.0,0.11,0.11,1.63
399,Chaseton Sare,F,CIL,20.666,20,0,2,0,2,2,13,0.0,0.0,0.1,0.0,0.1,0.1,0.65
400,Nicklas Andrews,LD,DM,17.194,11,0,2,0,2,2,12,0.0,0.0,0.18,0.0,0.18,0.18,1.09
401,Andrei Golikov,D,MUS,19.294,7,2,0,0,2,2,6,33.33,0.29,0.0,0.0,0.29,0.29,0.86
402,Nate Hanley,F,CR,16.296,12,1,1,0,2,2,13,7.69,0.08,0.08,0.0,0.17,0.17,1.08
403,Zach Urdahl,F,LIN,16.923,2,2,0,0,2,2,5,40.0,1.0,0.0,0.0,1.0,1.0,2.5
404,Riley Stuart,F,OMA,16.66,1,0,1,0,1,1,2,0.0,0.0,1.0,0.0,1.0,1.0,2.0
405,Tyler Coffey,LW,TC,18.325,3,0,1,0,1,1,3,0.0,0.0,0.33,0.0,0.33,0.33,1.0
406,Tristan Amonte,F,YNG,18.621,21,0,0,1,0,1,19,0.0,0.0,0.0,0.05,0.0,0.05,0.9
407,Arvid Henrikson,RD,DM,20.559,29,0,0,1,0,1,6,0.0,0.0,0.0,0.03,0.0,0.03,0.21
408,Peter Tabor,LD,MAD,18.815,4,0,0,1,0,1,0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
409,Barrett Brooks,F,OMA,16.74,2,0,1,0,1,1,2,0.0,0.0,0.5,0.0,0.5,0.5,1.0
410,Valtteri Piironen,D,SF,17.011,10,0,0,1,0,1,8,0.0,0.0,0.0,0.1,0.0,0.1,0.8
411,Skylar Gutierrez,F,MAD,17.397,39,0,0,1,0,1,16,0.0,0.0,0.0,0.03,0.0,0.03,0.41
412,Brenden Olson,F,SF,17.909,11,0,0,1,0,1,7,0.0,0.0,0.0,0.09,0.0,0.09,0.64
413,CJ Walker,RW,OMA,19.401,4,0,0,1,0,1,1,0.0,0.0,0.0,0.25,0.0,0.25,0.25
414,Connor Kelley,D,USA,16.625,21,0,0,1,0,1,10,0.0,0.0,0.0,0.05,0.0,0.05,0.48
415,Marshall Walker,D,LIN,17.531,28,0,0,1,0,1,9,0.0,0.0,0.0,0.04,0.0,0.04,0.32
416,Matthew Stienburg,F,SC,17.939,2,0,1,0,1,1,1,0.0,0.0,0.5,0.0,0.5,0.5,0.5
417,Caden Villegas,RW,CIL,17.569,6,0,0,1,0,1,0,0.0,0.0,0.0,0.17,0.0,0.17,0.0
418,Nikita Krivokrasov,F,OMA,17.728,10,1,0,0,1,1,15,6.67,0.1,0.0,0.0,0.1,0.1,1.5
419,Ryan Robinson,F,FGO,16.934,14,0,1,0,1,1,8,0.0,0.0,0.07,0.0,0.07,0.07,0.57
420,Mason McCormick,F,DBQ,18.308,18,1,0,0,1,1,5,20.0,0.06,0.0,0.0,0.06,0.06,0.28
421,Timofei Khokhlachev,LW,DM,16.857,10,0,1,0,1,1,3,0.0,0.0,0.1,0.0,0.1,0.1,0.3
422,Brendan Brisson,F,GB,16.898,5,1,0,0,1,1,5,20.0,0.2,0.0,0.0,0.2,0.2,1.0
423,Levi Kleiboer,D,SC,20.165,4,0,1,0,1,1,2,0.0,0.0,0.25,0.0,0.25,0.25,0.5
424,Sean Bunting,LW,SC,18.314,31,0,1,0,1,1,7,0.0,0.0,0.03,0.0,0.03,0.03,0.23
425,CJ Regula,D,MUS,20.299,2,0,1,0,1,1,0,0.0,0.0,0.5,0.0,0.5,0.5,0.0
426,Bartek Bison,F,FGO,20.474,3,0,1,0,1,1,2,0.0,0.0,0.33,0.0,0.33,0.33,0.67
427,Andy Stoneman,F,MAD/OMA,18.415,5,0,1,0,1,1,7,0.0,0.0,0.2,0.0,0.2,0.2,1.4
428,Daniel Laatsch,D,USA,16.586,13,0,1,0,1,1,11,0.0,0.0,0.08,0.0,0.08,0.08,0.85
429,Jamie Armstrong,F,CIL,20.107,13,1,0,0,1,1,17,5.88,0.08,0.0,0.0,0.08,0.08,1.31
430,Daniyal Dzhaniyev,F,USA,16.0,19,1,0,0,1,1,13,7.69,0.05,0.0,0.0,0.05,0.05,0.68
431,Nick DeSantis,F,SF,16.373,3,1,0,0,1,1,3,33.33,0.33,0.0,0.0,0.33,0.33,1.0
432,Jake Suede,F,YNG,17.999,10,0,1,0,1,1,7,0.0,0.0,0.1,0.0,0.1,0.1,0.7
433,Braden Doyle,D,DBQ,17.06,3,0,1,0,1,1,3,0.0,0.0,0.33,0.0,0.33,0.33,1.0
434,Egor Postnov,F,LIN,18.407,25,1,0,0,1,1,16,6.25,0.04,0.0,0.0,0.04,0.04,0.64
435,Jack Horbach,D,MAD,16.367,3,0,1,0,1,1,1,0.0,0.0,0.33,0.0,0.33,0.33,0.33
436,Jack Hillman,D,OMA,17.2,15,1,0,0,1,1,3,33.33,0.07,0.0,0.0,0.07,0.07,0.2
437,DJ Hart,D,SF,16.559,3,0,1,0,1,1,3,0.0,0.0,0.33,0.0,0.33,0.33,1.0
438,Kienan Draper,F,MUS/USA,16.57,6,0,1,0,1,1,2,0.0,0.0,0.17,0.0,0.17,0.17,0.33
439,Kyle Aucoin,D,TC,16.206,6,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.17
